yourlist:M202202115BF3C56A578D7D6DFD1FC81EE5DA77304059810	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
AAY81179	Q4J7Q2	Q4J7Q2_SULAC	unreviewed	Uncharacterized protein	Saci_1874	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	351
AAY81177	Q4J7Q5	Q4J7Q5_SULAC	unreviewed	Putative ATP-dependent helicase	Saci_1872	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	671
AAY79686	Q4JBZ3	Q4JBZ3_SULAC	unreviewed	Conserved Archaeal protein	Saci_0270	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	237
AAY81153	Q4J7S8	Q4J7S8_SULAC	unreviewed	Glutamine amidotransferase class-II	Saci_1847	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	247
AAY81467	Q4J6W3	Q4J6W3_SULAC	unreviewed	Conserved Archaeal membrane protein	Saci_2181	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	463
AAY79844	Q4JBI5	Q4JBI5_SULAC	unreviewed	Conserved Archaeal membrane protein	Saci_0432	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	466
AAY81134	Q4J7U7	Q4J7U7_SULAC	unreviewed	Conserved transporter protein	Saci_1828	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	432
AAY81274	Q4J7F6	Q4J7F6_SULAC	unreviewed	Conserved Archaeal transport protein	Saci_1972	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	446
AAY81049	Q4J832	Q4J832_SULAC	unreviewed	2-oxoacid oxidoreductase (ferredoxin) (EC 1.2.7.11)	Saci_1743	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	490
AAY81567	Q4J6L3	Q4J6L3_SULAC	unreviewed	2-oxoacid oxidoreductase (ferredoxin) (EC 1.2.7.11)	ilvB Saci_2281	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	540
AAY80464	Q4J9R6	Q4J9R6_SULAC	unreviewed	Uncharacterized protein	Saci_1112	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	308
AAY81474	Q4J6V7	Q4J6V7_SULAC	unreviewed	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	Saci_2188	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	314
AAY81498	Q4J6S8	Q4J6S8_SULAC	unreviewed	Ribonucleotide reductase, small chain	Saci_2212	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	330
AAY81506	Q4J6S5	Q4J6S5_SULAC	unreviewed	R2-like ligand binding oxidase (Ribonucleotide reductase R2 subunit homolog) (Ribonucleotide reductase small subunit homolog)	Saci_2220	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	345
AAY79837	Q4JBJ2	Q4JBJ2_SULAC	unreviewed	Oxidoreductase	Saci_0424	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	299
AAY80103	Q4JAS6	Q4JAS6_SULAC	unreviewed	Conserved membrane protein	Saci_0725	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	384
AAY80507	Q4J9M3	Q4J9M3_SULAC	unreviewed	Alpha-glucosidase (EC 3.2.1.20)	malA Saci_1160	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	627
AAY80496	Q4J9N4	Q4J9N4_SULAC	unreviewed	Conserved protein	Saci_1147	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	1275
AAY81563	Q4J6L8	Q4J6L8_SULAC	unreviewed	Conserved Archaeal membrane protein	Saci_2277	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	1281
AAY81652	Q4J6C8	Q4J6C8_SULAC	unreviewed	Conserved Archaeal membrane protein	Saci_2374	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	1074
AAY80406	Q4J9X3	Q4J9X3_SULAC	unreviewed	Conserved Archaeal protein	Saci_1049	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	540
AAY80848	Q4J8N9	Q4J8N9_SULAC	unreviewed	Thermopsin (EC 3.4.23.42)	Saci_1534	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	640
AAY81460	Q4J6X2	Q4J6X2_SULAC	unreviewed	Thermopsin (EC 3.4.23.42)	Saci_2170	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	548
AAY81152	Q4J7S9	Q4J7S9_SULAC	unreviewed	Conserved protein	Saci_1846	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	1064
AAY81191	Q4J7N9	Q4J7N9_SULAC	unreviewed	Conserved protein	Saci_1886	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	396
AAY81020	P17118	THPS_SULAC	reviewed	Thermopsin (EC 3.4.23.42)	thpS Saci_1714	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	340
AAY81615	Q4J6G6	Q4J6G6_SULAC	unreviewed	Thermopsin-like protein	Saci_2331	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	434
AAY80398	Q4J9X9	Q4J9X9_SULAC	unreviewed	Conserved protein	Saci_1041	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	633
AAY80528	Q4J9K4	ARNS_SULAC	reviewed	Serine/threonine-protein kinase ArnS (Ser/Thr protein kinase ArnS) (EC 2.7.11.1) (Archaellum regulatory network protein ArnS)	arnS Saci_1181	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	623
AAY80540	Q4J9J0	Q4J9J0_SULAC	unreviewed	Conserved protein	Saci_1193	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	663
AAY81002	Q4J879	Q4J879_SULAC	unreviewed	Kinase	Saci_1694	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	413
AAY81175	Q4J7Q7	Q4J7Q7_SULAC	unreviewed	Membrane bound kinase	Saci_1869	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	716
AAY79769	Q4JBR0	Q4JBR0_SULAC	unreviewed	Conserved Archaeal protein	Saci_0353	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	141
AAY81050	Q4J831	Q4J831_SULAC	unreviewed	Conserved Archaeal membrane protein	Saci_1744	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	63
AAY81108	Q4J7X3	Q4J7X3_SULAC	unreviewed	Conserved Archaeal 4Fe-4S binding protein	Saci_1802	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	641
AAY81392	Q4J741	Q4J741_SULAC	unreviewed	Conserved Archaeal membrane protein	Saci_2098	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	467
AAY81137	Q4J7U2	Q4J7U2_SULAC	unreviewed	Conserved Archaeal protein	Saci_1831	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	207
AAY79842	Q4JBI7	Q4JBI7_SULAC	unreviewed	Conserved membrane protein	Saci_0430	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	259
AAY81053	Q4J829	Q4J829_SULAC	unreviewed	Uncharacterized protein	Saci_1747	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	229
AAY81390	Q4J743	Q4J743_SULAC	unreviewed	Sulfocyanin	Saci_2096	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	134
AAY81548	Q53765	SOXE_SULAC	reviewed	Sulfocyanin (Blue copper protein)	soxE Saci_2262	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	199
AAY80577	Q4J9F3	Q4J9F3_SULAC	unreviewed	Conserved Archaeal membrane protein	Saci_1231	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	548
AAY79440	Q4JCN9	Q4JCN9_SULAC	unreviewed	Conserved Archaeal membrane protein	Saci_0010	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	506
AAY81094	Q4J7Y7	Q4J7Y7_SULAC	unreviewed	Conserved Archaeal protein	Saci_1788	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	772
AAY79739	Q4JBU0	Q4JBU0_SULAC	unreviewed	Conserved protein	Saci_0323	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	132
AAY81256	Q4J7H6	Q4J7H6_SULAC	unreviewed	Conserved protein	Saci_1953	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	139
AAY81301	Q4J7C4	Q4J7C4_SULAC	unreviewed	Uncharacterized protein	Saci_2002	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	106
AAY81252	Q4J7H8	Q4J7H8_SULAC	unreviewed	Conserved Crenarchaeal protein	Saci_1949	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	176
AAY79642	Q4JC37	Q4JC37_SULAC	unreviewed	Conserved Archaeal protein	Saci_0223	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	123
AAY79643	Q4JC36	Q4JC36_SULAC	unreviewed	Conserved Archaeal protein	Saci_0224	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	127
AAY81481	Q4J6V0	Q4J6V0_SULAC	unreviewed	Conserved protein	Saci_2195	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	125
AAY81638	Q4J6E3	Q4J6E3_SULAC	unreviewed	Conserved Crenarchaeal protein	Saci_2357	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	140
AAY80575	Q4J9F5	Q4J9F5_SULAC	unreviewed	Conserved protein	Saci_1229	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	167
AAY80574	Q4J9F8	Q4J9F8_SULAC	unreviewed	Conserved protein	Saci_1228	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	451
AAY80490	Q4J9P0	Q4J9P0_SULAC	unreviewed	Conserved Crenarchaeal membrane protein	Saci_1138	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	133
AAY79465	Q4JCL4	Q4JCL4_SULAC	unreviewed	Conserved Crenarchaeal protein	Saci_0035	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	193
AAY79563	Q4JCB6	Q4JCB6_SULAC	unreviewed	Conserved protein	Saci_0140	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	279
AAY80417	Q4J9W3	Q4J9W3_SULAC	unreviewed	Conserved protein	Saci_1060	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	287
AAY81161	Q4J7S0	Q4J7S0_SULAC	unreviewed	Uncharacterized protein	Saci_1855	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	331
AAY81162	Q4J7R9	Q4J7R9_SULAC	unreviewed	Conserved membrane protein	Saci_1856	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	389
AAY81295	Q4J7D6	Q4J7D6_SULAC	unreviewed	Uncharacterized protein	Saci_1993	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	177
AAY81376	Q4J755	Q4J755_SULAC	unreviewed	ISC1173-like transposase	Saci_2082	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	297
AAY81462	Q4J6X0	Q4J6X0_SULAC	unreviewed	Membrane protein	Saci_2172	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	257
AAY81507	Q4J6S4	Q4J6S4_SULAC	unreviewed	Uncharacterized protein	Saci_2221	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	223
AAY79658	Q4JC21	Q4JC21_SULAC	unreviewed	Conserved Archaeal membrane protein	Saci_0241	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	114
AAY80835	Q4J8P7	Q4J8P7_SULAC	unreviewed	Uncharacterized protein	Saci_1515	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	66
AAY80562	Q4J9G8	Q4J9G8_SULAC	unreviewed	Conserved Archaeal protein	Saci_1216	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	157
AAY81566	Q4J6L5	Q4J6L5_SULAC	unreviewed	Conserved Crenarchaeal membrane protein	Saci_2280	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	173
AAY81253	Q4J7H5	Q4J7H5_SULAC	unreviewed	Conserved protein	Saci_1950	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	225
AAY81291	Q4J7E0	Q4J7E0_SULAC	unreviewed	Conserved protein	Saci_1989	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	582
AAY81222	Q4J7K9	Q4J7K9_SULAC	unreviewed	Membrane protein	Saci_1919	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	816
AAY81223	Q4J7K8	Q4J7K8_SULAC	unreviewed	Membrane protein	Saci_1920	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	783
AAY81451	Q4J6Y0	Q4J6Y0_SULAC	unreviewed	Hypothetical membrane protein	Saci_2161	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	286
AAY81452	Q4J6X7	Q4J6X7_SULAC	unreviewed	Conserved Archaeal membrane protein	Saci_2162	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	644
AAY81331	Q4J7A0	Q4J7A0_SULAC	unreviewed	Conserved protein	Saci_2035	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	347
AAY81333	Q4J798	Q4J798_SULAC	unreviewed	Uncharacterized protein	Saci_2037	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	358
AAY79775	Q4JBQ4	Q4JBQ4_SULAC	unreviewed	Universally conserved protein	Saci_0359	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	275
AAY79882	Q4JBE7	Q4JBE7_SULAC	unreviewed	Conserved protein	Saci_0476	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	49
AAY80420	Q4J9W0	Q4J9W0_SULAC	unreviewed	Conserved protein	Saci_1063	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	178
AAY80491	Q4J9N8	Q4J9N8_SULAC	unreviewed	Hypothetical membrane protein	Saci_1139	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	456
AAY80638	Q4J992	Q4J992_SULAC	unreviewed	Conserved Archaeal membrane protein	Saci_1297	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	248
AAY80849	Q4J8N8	Q4J8N8_SULAC	unreviewed	Conserved Archaeal membrane protein	Saci_1535	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	460
AAY80505	Q4J9M5	Q4J9M5_SULAC	unreviewed	Uncharacterized protein	Saci_1158	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	195
AAY80583	Q4J9E7	Q4J9E7_SULAC	unreviewed	Conserved Archaeal protein	Saci_1237	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	106
AAY80963	Q4J8B8	Q4J8B8_SULAC	unreviewed	Conserved protein	Saci_1653	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	223
AAY80983	Q4J898	Q4J898_SULAC	unreviewed	Conserved membrane protein	Saci_1673	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	179
AAY80990	Q4J891	Q4J891_SULAC	unreviewed	Uncharacterized protein	Saci_1680	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	176
AAY80993	Q4J888	Q4J888_SULAC	unreviewed	Conserved membrane protein	Saci_1683	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	460
AAY80992	Q4J889	Q4J889_SULAC	unreviewed	Conserved protein	Saci_1682	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	188
AAY80997	Q4J884	Q4J884_SULAC	unreviewed	Conserved membrane protein	Saci_1689	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	255
AAY81543	Q4J6N8	Q4J6N8_SULAC	unreviewed	Conserved membrane protein	Saci_2257	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	241
AAY81158	Q4J7S3	Q4J7S3_SULAC	unreviewed	Uncharacterized protein	Saci_1852	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	311
AAY81281	Q4J7E9	Q4J7E9_SULAC	unreviewed	HTH arsR-type domain-containing protein	Saci_1979	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	410
AAY79885	Q4JBE4	Q4JBE4_SULAC	unreviewed	Uncharacterized protein	Saci_0479	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	102
AAY81480	Q4J6V1	Q4J6V1_SULAC	unreviewed	Conserved protein	Saci_2194	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	266
AAY81459	Q4J6W9	Q4J6W9_SULAC	unreviewed	Conserved protein	Saci_2169	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	147
AAY81600	Q4J6I2	Q4J6I2_SULAC	unreviewed	Uncharacterized protein	Saci_2314	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	166
AAY81604	Q4J6H7	Q4J6H7_SULAC	unreviewed	Uncharacterized protein	Saci_2319	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	156
AAY81594	Q4J6I7	Q4J6I7_SULAC	unreviewed	Conserved protein	Saci_2308	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	111
AAY80912	Q4J8G4	Q4J8G4_SULAC	unreviewed	Conserved Archaeal protein	Saci_1599	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	218
AAY80503	Q4J9M7	Q4J9M7_SULAC	unreviewed	Uncharacterized protein	Saci_1156	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	561
AAY81157	Q4J7S4	Q4J7S4_SULAC	unreviewed	Regulatory protein	Saci_1851	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	121
AAY81198	Q4J7N3	Q4J7N3_SULAC	unreviewed	Conserved protein	Saci_1895	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	105
AAY81385	Q4J746	Q4J746_SULAC	unreviewed	Conserved membrane protein	Saci_2091	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	162
AAY81386	Q4J745	Q4J745_SULAC	unreviewed	Conserved membrane protein	Saci_2092	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	136
AAY80504	Q4J9M6	Q4J9M6_SULAC	unreviewed	Uncharacterized protein	Saci_1157	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	368
AAY81021	Q4J860	ILVD_SULAC	reviewed	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	ilvD Saci_1715	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	561
AAY80875	Q4J8K5	Q4J8K5_SULAC	unreviewed	Conserved protein	Saci_1562	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	177
AAY80159	Q4JAM0	DCD_SULAC	reviewed	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	dcd Saci_0789	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	172
AAY80982	Q4J899	Q4J899_SULAC	unreviewed	Conserved Crenarchaeal protein	Saci_1672	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	158
AAY80148	Q4JAN1	FEN_SULAC	reviewed	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1)	fen Saci_0775	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	349
AAY79838	Q4JBJ1	Q4JBJ1_SULAC	unreviewed	Gamma-glutamyltranspeptidase (EC 2.3.2.2)	Saci_0425	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	479
AAY79957	Q4JB72	ARCH_SULAC	reviewed	Protein archease	Saci_0565	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	139
AAY81639	Q4J6E2	Q4J6E2_SULAC	unreviewed	Conserved Archaeal HTH-domain protein	Saci_2359	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	232
AAY80761	Q4J8W9	Q4J8W9_SULAC	unreviewed	Conserved protein	Saci_1432	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	130
AAY79495	Q4JCI4	Q4JCI4_SULAC	unreviewed	Conserved protein	Saci_0068	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	358
AAY79496	Q4JCI3	Q4JCI3_SULAC	unreviewed	Conserved Archaeal protein	Saci_0069	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	221
AAY79986	Q4JB43	RL2_SULAC	reviewed	50S ribosomal protein L2	rpl2 Saci_0594	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	238
AAY79990	Q4JB39	Q4JB39_SULAC	unreviewed	Conserved Archaeal protein	Saci_0598	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	250
AAY79989	Q4JB40	RL3_SULAC	reviewed	50S ribosomal protein L3	rpl3 Saci_0597	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	342
AAY79988	Q4JB41	RL4_SULAC	reviewed	50S ribosomal protein L4	rpl4 Saci_0596	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	266
